grade,subject,strand,sub_strand,learning_outcome,lesson_title,term,week,activity_title,activity_instructions,quest_title,quest_instructions,reflection_prompt,reward_coins,reward_stars,estimated_duration,difficulty,key_inquiry_question,suggested_learning_experience,assessment_hint,values,core_competencies,pertinent_and_contemporary_issues,source_document,source_page_or_section,source_confidence,review_status,existing_match_status,duplicate_risk,notes_for_victor
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: write repeated addition sentences as multiplication, using '×' sign",Multiplication as Repeated Addition Using Counters,Term 1,Week 12,Activity: Multiplication as Repeated Addition Using Counters,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication as repeated addition using counters today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplication as Repeated Addition Using Number Lines,Term 1,Week 12,Activity: Multiplication as Repeated Addition Using Number Lines,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication as repeated addition using number lines today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Writing Multiplication Sentences Using the × Sign,Term 1,Week 12,Activity: Writing Multiplication Sentences Using the × Sign,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about writing multiplication sentences using the × sign today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplying by 1 and 2,Term 1,Week 12,Activity: Multiplying by 1 and 2,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplying by 1 and 2 today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplying by 3 and 4,Term 1,Week 12,Activity: Multiplying by 3 and 4,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplying by 3 and 4 today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplying by 5 and 10,Term 1,Week 12,Activity: Multiplying by 5 and 10,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplying by 5 and 10 today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplication: Practice and Application,Term 1,Week 12,Activity: Multiplication: Practice and Application,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication: practice and application today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplication: Word Problems,Term 1,Week 12,Activity: Multiplication: Word Problems,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication: word problems today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplication: Digital Games,Term 1,Week 12,Activity: Multiplication: Digital Games,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication: digital games today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplication: Patterns and Arrays,Term 1,Week 12,Activity: Multiplication: Patterns and Arrays,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication: patterns and arrays today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.6 Multiplication,"By the end of the lesson, the learner should be able to: multiply single digit numbers by 1, 2, 3, 4, 5 and 10",Multiplication: Assessment and Review,Term 1,Week 12,Activity: Multiplication: Assessment and Review,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.",1.6 Multiplication Quest,"Explore 1.6 multiplication through interactive activities, hands-on practice, and real-life application.",What did you learn about multiplication: assessment and review today? How can you use this in your daily life?,10,1,30,Developing,How do you represent multiplication as repeated addition?,"Learners in pairs/groups to use counters to represent multiplication as repeated addition. Learners in pairs/groups to use number lines to represent multiplication as repeated addition. Learners to use '×' sign in writing repeated addition sentences as multiplication. Learners to multiply single digit numbers by 1, 2, 3, 4, 5 and 10. Learners to play digital games involving multiplication. Learners could visit the local market to see how fruits are arranged in groups.","Oral questions, written exercises, observation","Respect, Unity, Responsibility","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Life skills: self-awareness - when learners use their fingers; ESD: DRR; environmental awareness - re-use of materials collected,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 37,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 37. 12 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: represent division as equal sharing",Introduction to Division as Equal Sharing,Term 1,Week 12,Activity: Introduction to Division as Equal Sharing,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about introduction to division as equal sharing today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: represent division as equal grouping",Division as Equal Grouping,Term 1,Week 12,Activity: Division as Equal Grouping,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about division as equal grouping today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: use '÷' sign in writing division sentences",Writing Division Sentences Using the ÷ Sign,Term 1,Week 12,Activity: Writing Division Sentences Using the ÷ Sign,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about writing division sentences using the ÷ sign today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations",Dividing Numbers up to 25 by 2 and 3,Term 1,Week 12,Activity: Dividing Numbers up to 25 by 2 and 3,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about dividing numbers up to 25 by 2 and 3 today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations",Dividing Numbers up to 25 by 4 and 5,Term 1,Week 12,Activity: Dividing Numbers up to 25 by 4 and 5,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about dividing numbers up to 25 by 4 and 5 today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations",Division: Word Problems,Term 1,Week 12,Activity: Division: Word Problems,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about division: word problems today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.7 Division,"By the end of the lesson, the learner should be able to: divide numbers up to 25 by 2, 3, 4 and 5 without a remainder in real life situations",Division: Digital Games,Term 1,Week 12,Activity: Division: Digital Games,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.",1.7 Division Quest,"Explore 1.7 division through interactive activities, hands-on practice, and real-life application.",What did you learn about division: digital games today? How can you use this in your daily life?,10,1,30,Developing,How can you share a given number of objects equally?,"Learners in pairs/groups to share a given number of objects equally by each picking one object at a time until all are finished. Learners in pairs/groups to pick an equal number of objects at a time from the main group and count the number of small equal groups formed. Learners to use '÷' sign in writing division sentences. Learners to play digital games involving division. Learners to divide numbers up to 25 by 2, 3, 4 and 5 without a remainder.","Oral questions, written exercises, observation","Respect, Responsibility, Love, Integrity, Social Justice","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",Citizenship: social cohesion - as learners work in groups; ESD: DRR; safety - of materials that learners use,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 38-39,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 38-39. 8 lessons allocated for this sub-strand."
