lesson_id,title,journey_field,defect_type,severity,evidence,recommended_fix,needs_source_pack
"42331b00-d61d-4541-b7ed-8a7dca664484","Comparing Measurements Using Different Units","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"42331b00-d61d-4541-b7ed-8a7dca664484","Comparing Measurements Using Different Units","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"42331b00-d61d-4541-b7ed-8a7dca664484","Comparing Measurements Using Different Units","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"a0832964-1e92-4712-b621-0293fe0d1180","Introducing the Metre as a Standard Unit","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"a0832964-1e92-4712-b621-0293fe0d1180","Introducing the Metre as a Standard Unit","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"a0832964-1e92-4712-b621-0293fe0d1180","Introducing the Metre as a Standard Unit","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"871b6ab6-d91f-4590-ba55-c895971d4302","Making and Using 1-Metre Sticks","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"871b6ab6-d91f-4590-ba55-c895971d4302","Making and Using 1-Metre Sticks","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"871b6ab6-d91f-4590-ba55-c895971d4302","Making and Using 1-Metre Sticks","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"9512b162-b896-4329-8bdc-16f0d5b370df","Measuring Mass Using Fixed Units","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"9512b162-b896-4329-8bdc-16f0d5b370df","Measuring Mass Using Fixed Units","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"9512b162-b896-4329-8bdc-16f0d5b370df","Measuring Mass Using Fixed Units","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"e749a723-2f32-49fe-83f7-262f0b873aeb","Identifying the Kilogram as a Unit of Mass","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"e749a723-2f32-49fe-83f7-262f0b873aeb","Identifying the Kilogram as a Unit of Mass","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"e749a723-2f32-49fe-83f7-262f0b873aeb","Identifying the Kilogram as a Unit of Mass","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"aa83b63f-29b9-4b7d-b8cc-9621abdd8a16","Using a Beam Balance to Compare Mass","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"aa83b63f-29b9-4b7d-b8cc-9621abdd8a16","Using a Beam Balance to Compare Mass","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"aa83b63f-29b9-4b7d-b8cc-9621abdd8a16","Using a Beam Balance to Compare Mass","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"b9a13308-5e08-4251-95fd-251b25648e9b","Making and Using 1 Kilogram Reference Masses","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"b9a13308-5e08-4251-95fd-251b25648e9b","Making and Using 1 Kilogram Reference Masses","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"b9a13308-5e08-4251-95fd-251b25648e9b","Making and Using 1 Kilogram Reference Masses","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"3297344e-7e67-4efc-af9b-383168f9fd3a","Measuring Classroom Items in Kilograms","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"3297344e-7e67-4efc-af9b-383168f9fd3a","Measuring Classroom Items in Kilograms","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"3297344e-7e67-4efc-af9b-383168f9fd3a","Measuring Classroom Items in Kilograms","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"0e5d3dcf-fbde-4c5d-84b7-4ca3d4db44fe","Mass in Kilograms: Practice and Assessment","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"0e5d3dcf-fbde-4c5d-84b7-4ca3d4db44fe","Mass in Kilograms: Practice and Assessment","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"0e5d3dcf-fbde-4c5d-84b7-4ca3d4db44fe","Mass in Kilograms: Practice and Assessment","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"ba2b9cc1-9fd3-4cc6-9229-e25b88c6aef8","Filling Containers with 1 Litre Measures","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"ba2b9cc1-9fd3-4cc6-9229-e25b88c6aef8","Filling Containers with 1 Litre Measures","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"ba2b9cc1-9fd3-4cc6-9229-e25b88c6aef8","Filling Containers with 1 Litre Measures","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"25f1f6b8-e4b8-4446-9e6d-fcb0785ff025","Counting Litres Used to Fill Containers","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"25f1f6b8-e4b8-4446-9e6d-fcb0785ff025","Counting Litres Used to Fill Containers","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"25f1f6b8-e4b8-4446-9e6d-fcb0785ff025","Counting Litres Used to Fill Containers","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"11304516-aa21-46f2-8bff-64b8b78a4882","Measuring Capacity of Different Containers in Litres","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"11304516-aa21-46f2-8bff-64b8b78a4882","Measuring Capacity of Different Containers in Litres","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"11304516-aa21-46f2-8bff-64b8b78a4882","Measuring Capacity of Different Containers in Litres","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"bf762b59-ce71-49c2-a7a2-d13e83a559f8","Comparing Containers Using Litres","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"bf762b59-ce71-49c2-a7a2-d13e83a559f8","Comparing Containers Using Litres","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"bf762b59-ce71-49c2-a7a2-d13e83a559f8","Comparing Containers Using Litres","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"83586eb9-46fa-447f-8a4d-d2a733e8098d","Capacity in Litres: Real-Life Practice","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"83586eb9-46fa-447f-8a4d-d2a733e8098d","Capacity in Litres: Real-Life Practice","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"83586eb9-46fa-447f-8a4d-d2a733e8098d","Capacity in Litres: Real-Life Practice","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"f57f76e0-d89a-4008-9133-96307600775a","Capacity in Litres: Practice and Assessment","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"f57f76e0-d89a-4008-9133-96307600775a","Capacity in Litres: Practice and Assessment","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"f57f76e0-d89a-4008-9133-96307600775a","Capacity in Litres: Practice and Assessment","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"ffd55a4b-a06e-429a-a664-bd7d12b9d6e0","Months of the Year and Activities","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"ffd55a4b-a06e-429a-a664-bd7d12b9d6e0","Months of the Year and Activities","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"ffd55a4b-a06e-429a-a664-bd7d12b9d6e0","Months of the Year and Activities","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"f2a52e96-1524-4154-9984-67ec8ac37846","Number of Days in Each Month","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"f2a52e96-1524-4154-9984-67ec8ac37846","Number of Days in Each Month","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"f2a52e96-1524-4154-9984-67ec8ac37846","Number of Days in Each Month","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"3d62e0f4-74d5-4850-bad1-15c1764559e6","Measuring Time Using Arbitrary Units","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"3d62e0f4-74d5-4850-bad1-15c1764559e6","Measuring Time Using Arbitrary Units","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"3d62e0f4-74d5-4850-bad1-15c1764559e6","Measuring Time Using Arbitrary Units","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"27ee7818-cc7f-4094-9ad0-f1bc16adc146","Measuring Time Using Fixed Units","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"27ee7818-cc7f-4094-9ad0-f1bc16adc146","Measuring Time Using Fixed Units","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"27ee7818-cc7f-4094-9ad0-f1bc16adc146","Measuring Time Using Fixed Units","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"ce4ca0e3-368e-4f1f-90b4-4939805ef01d","Identifying the Clock Face","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"ce4ca0e3-368e-4f1f-90b4-4939805ef01d","Identifying the Clock Face","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"ce4ca0e3-368e-4f1f-90b4-4939805ef01d","Identifying the Clock Face","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"8100f021-2df1-4a31-a284-68ab3120536f","Hour Hand and Minute Hand","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"8100f021-2df1-4a31-a284-68ab3120536f","Hour Hand and Minute Hand","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"8100f021-2df1-4a31-a284-68ab3120536f","Hour Hand and Minute Hand","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"b95ac1a5-4ffc-45fa-9a97-9429d32ece97","Reading Time by the Hour on an Analogue Clock","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"b95ac1a5-4ffc-45fa-9a97-9429d32ece97","Reading Time by the Hour on an Analogue Clock","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"b95ac1a5-4ffc-45fa-9a97-9429d32ece97","Reading Time by the Hour on an Analogue Clock","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"af6cafca-2aa7-4dfe-9058-f61201f5fbb5","Writing Time by the Hour","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"af6cafca-2aa7-4dfe-9058-f61201f5fbb5","Writing Time by the Hour","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"af6cafca-2aa7-4dfe-9058-f61201f5fbb5","Writing Time by the Hour","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"b82e24ed-8fcf-41b6-a7eb-88b8cf9c33aa","Time by the Hour in Daily Life","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"b82e24ed-8fcf-41b6-a7eb-88b8cf9c33aa","Time by the Hour in Daily Life","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"b82e24ed-8fcf-41b6-a7eb-88b8cf9c33aa","Time by the Hour in Daily Life","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"736c02da-89a2-479f-80bc-87fca0d45683","Time: Practice and Assessment","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"736c02da-89a2-479f-80bc-87fca0d45683","Time: Practice and Assessment","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"736c02da-89a2-479f-80bc-87fca0d45683","Time: Practice and Assessment","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"5e85be83-a1bd-4083-9541-001314eab7c6","Sorting Coins and Notes by Features","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"5e85be83-a1bd-4083-9541-001314eab7c6","Sorting Coins and Notes by Features","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"5e85be83-a1bd-4083-9541-001314eab7c6","Sorting Coins and Notes by Features","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"286af17f-a512-49d7-af6d-e5655251f4ef","Counting Money: Sh.1, Sh.5 and Sh.10","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"286af17f-a512-49d7-af6d-e5655251f4ef","Counting Money: Sh.1, Sh.5 and Sh.10","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"286af17f-a512-49d7-af6d-e5655251f4ef","Counting Money: Sh.1, Sh.5 and Sh.10","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"e7fe9c54-78ef-40dd-8f1c-145becf4c069","Making the Same Amount in Different Denominations","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"e7fe9c54-78ef-40dd-8f1c-145becf4c069","Making the Same Amount in Different Denominations","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"e7fe9c54-78ef-40dd-8f1c-145becf4c069","Making the Same Amount in Different Denominations","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"d58def14-a976-4701-93b6-d4ace7a49976","Relating Money to Goods and Services","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"d58def14-a976-4701-93b6-d4ace7a49976","Relating Money to Goods and Services","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"d58def14-a976-4701-93b6-d4ace7a49976","Relating Money to Goods and Services","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"d1d348ad-ebb3-4924-8954-7a972f263716","Classroom Shop: Buying and Selling","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"d1d348ad-ebb3-4924-8954-7a972f263716","Classroom Shop: Buying and Selling","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"d1d348ad-ebb3-4924-8954-7a972f263716","Classroom Shop: Buying and Selling","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"f1a523d2-a0fb-43d7-8db9-2896598a9c05","Choosing What to Buy with Sh.100","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"f1a523d2-a0fb-43d7-8db9-2896598a9c05","Choosing What to Buy with Sh.100","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"f1a523d2-a0fb-43d7-8db9-2896598a9c05","Choosing What to Buy with Sh.100","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"e03ddcd9-227b-437d-93bb-5eafdc3a7a79","Money: Practice and Assessment","studentJourney","missing_correct_index","critical","Step 8: no correctIndex","set correctIndex","yes"
"e03ddcd9-227b-437d-93bb-5eafdc3a7a79","Money: Practice and Assessment","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"e03ddcd9-227b-437d-93bb-5eafdc3a7a79","Money: Practice and Assessment","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"af79707c-74f4-403e-b704-06e777df3aac","Drawing Straight Lines","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"597dfffc-1983-4c17-afb9-fd7162e73fb8","Lines in the Environment: Practice and Assessment","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"597dfffc-1983-4c17-afb9-fd7162e73fb8","Lines in the Environment: Practice and Assessment","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"597dfffc-1983-4c17-afb9-fd7162e73fb8","Lines in the Environment: Practice and Assessment","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"597dfffc-1983-4c17-afb9-fd7162e73fb8","Lines in the Environment: Practice and Assessment","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"0aec1d3b-7635-46fe-b4af-3a50a38dae65","Modelling Straight Lines","studentJourney","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourneyDraft","missing_video","low","No video URL in journey","add relevant YouTube video","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 1: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 2: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 3: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 4: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 5: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 6: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 7: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 8: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 9: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","title_copying","low","Step 10: studentText contains lesson title","rewrite studentText","yes"
"10f674d4-3f62-4f9e-9008-1d1eb825595a","Modelling Curved Lines","studentJourney","missing_svg","medium","No SVG illustration found in journey","add SVG illustrations","yes"
