lessonId,title,slug,subject,strand,subStrand,learningOutcome,status,journeySource,pubStepCount,draftStepCount,pubSeverity,draftSeverity,worstSeverity,pubFlags,draftFlags,sampleText
"74590ca5-c695-4bf2-a990-6be39c08285b","Counting in 2s Backward up to 100","g2-mathematics-counting-in-2s-backward-up-to-100","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: identify place value up to hundreds","PUBLISHED","draft","","10","empty","clean","clean","","",""
"ca1986a6-4c6c-495f-a8a5-0226eee33274","Making a One-Week Weather Record","g2-environmental-making-a-one-week-weather-record","Environmental","Environment and its resources","1.1 Weather — responding, recording and interpreting weather conditions","By the end of the lesson, the learner should be able to identify weather conditions, respond safely, record weather usin","PUBLISHED","none","","","empty","empty","empty","","",""
"6d19a23e-88d8-4057-93af-6941d1fb8df3","Equipment and Furniture Found in Rooms","g2-hygiene-nutrition-equipment-and-furniture-found-in-rooms","Hygiene & Nutrition","Health Practices","1.3 Use of Different Rooms in a House — 4 official lesson(s)","By the end of the lesson, the learner should be able to name rooms or areas in a house, mention their uses, identify equ","PUBLISHED","none","","","empty","empty","empty","","",""
"9260289b-dca4-4c83-9e71-74260819e9b2","Kutumia -enu katika sentensi","g2-kiswahili-kutumia-enu-katika-sentensi","Kiswahili","Sarufi","Shuleni — Matumizi ya -ako na -enu","By the end of the lesson, the learner should be able to: use -enu correctly to show plural possession in simple Kiswahil","PUBLISHED","none","","","empty","empty","empty","","",""
"b98455b3-bbb1-4832-bbe7-c9e4611bbd5a","Kuandika sentensi kuhusu shuleni","g2-kiswahili-kuandika-sentensi-kuhusu-shuleni","Kiswahili","Kuandika","Shuleni — Sentensi fupi","By the end of the lesson, the learner should be able to: write short clear sentences about school using learned vocabula","PUBLISHED","none","","","empty","empty","empty","","",""
"c8b08c8c-4c65-4ead-b086-36cd6b3b3887","Giving and Following Instructions","giving-and-following-instructions","English Language Activities","2.0 Speaking","2.2 Responding to Questions and Instructions","Respond confidently to questions and instructions on varied themes","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about speaking skills together. hello, friend! today we are going to learn about speaking skills through instructions. are you ready? welcome! our mission is to learn about "
"71850381-f070-437f-8bec-8fec93d6f7cc","Counting in 5s Forward up to 100","g2-mathematics-counting-in-5s-forward-up-to-100","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: read numbers 1-100 in symbols","PUBLISHED","draft","","10","empty","clean","clean","","",""
"8de6aa28-3c94-4d3b-8530-1a9b7f93ae50","Reading a Simple Weather Chart","g2-environmental-reading-a-simple-weather-chart","Environmental","Environment and its resources","1.1 Weather — responding, recording and interpreting weather conditions","By the end of the lesson, the learner should be able to identify weather conditions, respond safely, record weather usin","PUBLISHED","none","","","empty","empty","empty","","",""
"9b3bcfda-79ee-4daa-b291-bd048d464711","Keeping Rooms Clean, Tidy and Safe","g2-hygiene-nutrition-keeping-rooms-clean-tidy-and-safe","Hygiene & Nutrition","Health Practices","1.3 Use of Different Rooms in a House — 4 official lesson(s)","By the end of the lesson, the learner should be able to name rooms or areas in a house, mention their uses, identify equ","PUBLISHED","none","","","empty","empty","empty","","",""
"1c1c37c1-bbff-4d0f-9f50-1086a1fd5fcb","Activities in the Home: Writing Words and Sentences","g2-english-activities-in-the-home-writing-words-and-sentences","English","Writing","3.2 Handwriting / 3.3 Spelling / 3.5 Guided Writing — Activities in the Home: Subject-verb agreement: was and were","By the end of the lesson, the learner should be able to: spell theme words, write legibly, and write simple meaningful s","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about writing skills together. hello, friend! today we are going to learn about writing skills through activities in the home. are you ready? welcome! our mission is to lear"
"317c8a0b-8d17-4d51-9ee0-6c87af0ece2a","Playing Hopscotch and Other Hopping Games","g2-movement-playing-hopscotch-and-other-hopping-games","Movement","Movement: Basic Movement Skills","1.1 Locomotor Skills: Hopping — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when hopping, perform hopping in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"df090c60-4b20-4818-ab41-7ee93b23c688","Counting in 5s Backward up to 100","g2-mathematics-counting-in-5s-backward-up-to-100","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: read and write numbers 1-20 in words","PUBLISHED","both","10","10","contaminated","contaminated","contaminated","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through everyday life. are you ready? welcome! our mission is to"
"040dfeff-4a79-422d-bb76-b7d1339ecd6c","Why We Clean Utensils at Home","g2-hygiene-nutrition-why-we-clean-utensils-at-home","Hygiene & Nutrition","Health Practices","1.4 Cleaning of Utensils — 4 official lesson(s)","By the end of the lesson, the learner should be able to give reasons for cleaning utensils, identify cleaning materials,","PUBLISHED","none","","","empty","empty","empty","","",""
"6a3a659c-4699-4157-b272-0a66cfe21913","Asking for Clarity","asking-for-clarity","English Language Activities","2.0 Speaking","2.2 Responding to Questions and Instructions","Ask questions to seek clarity on instructions; use verbal and non-verbal cues appropriately","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about speaking skills together. hello, friend! today we are going to learn about speaking skills through everyday life. are you ready? welcome! our mission is to learn about"
"7bc29a58-efdf-4be6-9a9d-135e5eb28fc1","Shuleni: Mazoezi na tafakari","g2-kiswahili-shuleni-mazoezi-na-tafakari","Kiswahili","Tathmini","Shuleni — Marudio na tathmini","By the end of the lesson, the learner should be able to: demonstrate understanding of school vocabulary, greetings, numb","PUBLISHED","both","10","10","clean","clean","clean","","","habari! mimi ni owl. leo tutapima yote tuliyojifunza. habari, rafiki! 🌟 leo tutapima yote tuliyojifunza. tutasikiliza, tusome, tuandike, na tuzungumze kwa kiswahili! karibu! lengo letu ni kuonyesha y"
"43e67210-0a58-4c90-b4d1-6e6b2a49c0b6","Interpreting Weather Symbols in Pairs","g2-environmental-interpreting-weather-symbols-in-pairs","Environmental","Environment and its resources","1.1 Weather — responding, recording and interpreting weather conditions","By the end of the lesson, the learner should be able to identify weather conditions, respond safely, record weather usin","PUBLISHED","none","","","empty","empty","empty","","",""
"f0131082-7fb1-47f7-8893-da3a4c3b00e1","Activities in the Home: Integrated Review and Assessment","g2-english-activities-in-the-home-integrated-review-and-assessment","English","Integrated English Practice","Integrated Review and Formative Assessment — Activities in the Home: Subject-verb agreement: was and were","By the end of the lesson, the learner should be able to: use listening, speaking, reading and writing skills together to","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about grammar together. hello, friend! today we are going to learn about grammar through activities in the home. are you ready? welcome! our mission is to learn about gramma"
"37c8422a-14ee-4212-8c1c-c2283ebde3f0","Hopping Skills Practice and Reflection","g2-movement-hopping-skills-practice-and-reflection","Movement","Movement: Basic Movement Skills","1.1 Locomotor Skills: Hopping — 12 official lesson(s)","By the end of the lesson, the learner should be able to name body parts used when hopping, perform hopping in different ","PUBLISHED","none","","","empty","empty","empty","","",""
"770942b4-513d-4d94-b654-9d08303715f7","Telling a Weather Message from a Chart","g2-environmental-telling-a-weather-message-from-a-chart","Environmental","Environment and its resources","1.1 Weather — responding, recording and interpreting weather conditions","By the end of the lesson, the learner should be able to identify weather conditions, respond safely, record weather usin","PUBLISHED","none","","","empty","empty","empty","","",""
"02452338-bc97-442e-9a02-1e140fd3d22e","Transport: Listening for Key Ideas","g2-english-transport-listening-for-key-ideas","English","Listening and Speaking","1.1 Attentive Listening — Transport: Object pronouns: him, her, them, you, us, me","By the end of the lesson, the learner should be able to: listen attentively, respond to simple two-directional instructi","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through transport. are you ready? welcome! our mission is to learn about l"
"0e6b544f-f3be-4ada-92f4-ec4dd2ffa2b5","Identifying Forms in the Environment","g2-movement-identifying-forms-in-the-environment","Movement","Art and Craft: Drawing","1.1 Forms — 3 official lesson(s)","By the end of the lesson, the learner should be able to identify a variety of forms, choose materials and tools for draw","PUBLISHED","none","","","empty","empty","empty","","",""
"dad41a32-1b82-4538-b3a8-04ffe7ee7072","Kutamka sauti /p/, /f/ na /v/","g2-kiswahili-kutamka-sauti-p-f-na-v","Kiswahili","Sauti na Herufi","Haki Zangu — Sauti na majina ya herufi za Kiswahili","By the end of the lesson, the learner should be able to: pronounce the target sounds /p/, /f/ and /v/ clearly in familia","PUBLISHED","none","","","empty","empty","empty","","",""
"71d85abd-c75c-48f3-8d6d-896f9ebf40ce","Materials Used for Cleaning Utensils","g2-hygiene-nutrition-materials-used-for-cleaning-utensils","Hygiene & Nutrition","Health Practices","1.4 Cleaning of Utensils — 4 official lesson(s)","By the end of the lesson, the learner should be able to give reasons for cleaning utensils, identify cleaning materials,","PUBLISHED","none","","","empty","empty","empty","","",""
"22d83674-88b9-4431-ac3c-264ba5115764","Counting in 10s Forward up to 100","g2-mathematics-counting-in-10s-forward-up-to-100","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: work out missing numbers in number patterns up to 100","PUBLISHED","draft","","10","empty","clean","clean","","",""
"f04033ac-ce09-4718-a39e-4ff1c0d560b8","Letter Sounds and Syllables","letter-sounds-and-syllables","English Language Activities","2.0 Speaking","2.3 Phonological Awareness","Recognize and say multiple letter-sounds to make syllables and words","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about vocabulary together. hello, friend! today we are going to learn about vocabulary through word skills. are you ready? welcome! our mission is to learn about vocabulary."
"70183797-f923-4d74-b6b4-6872e4203b8e","Sharing Weather Information with Others","g2-environmental-sharing-weather-information-with-others","Environmental","Environment and its resources","1.1 Weather — responding, recording and interpreting weather conditions","By the end of the lesson, the learner should be able to identify weather conditions, respond safely, record weather usin","PUBLISHED","none","","","empty","empty","empty","","",""
"9722a250-5ca0-4539-aeb2-ba17071316ee","Choosing Tools for Drawing Simple Forms","g2-movement-choosing-tools-for-drawing-simple-forms","Movement","Art and Craft: Drawing","1.1 Forms — 3 official lesson(s)","By the end of the lesson, the learner should be able to identify a variety of forms, choose materials and tools for draw","PUBLISHED","none","","","empty","empty","empty","","",""
"05155a0b-b217-4639-92c8-5f7b93d9d86b","Cleaning Utensils Safely","g2-hygiene-nutrition-cleaning-utensils-safely","Hygiene & Nutrition","Health Practices","1.4 Cleaning of Utensils — 4 official lesson(s)","By the end of the lesson, the learner should be able to give reasons for cleaning utensils, identify cleaning materials,","PUBLISHED","none","","","empty","empty","empty","","",""
"ce505495-cf7a-407f-92f0-6f972e2744fc","Blending Sounds into Words","blending-sounds-into-words","English Language Activities","2.0 Speaking","2.3 Phonological Awareness","Blend and segment syllables correctly to form words","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about vocabulary together. hello, friend! today we are going to learn about vocabulary through word skills. are you ready? welcome! our mission is to learn about vocabulary."
"a9cb3164-32c1-4b8e-a0bd-a52b03fe4c94","Place Value: Ones and Tens","g2-mathematics-place-value-ones-and-tens","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line","PUBLISHED","published","10","","suspicious","empty","suspicious","QC_NO_CORRECT_INDEX","","hello! counting patterns are fun. let's find the pattern together! today we count in place value! like: 1, 2, 3, 4.... let's count! your mission: master this counting pattern! how do we get the next n"
"14da2c2a-28bb-41fd-8d0a-195a661e721e","Transport: Vocabulary and Pronunciation","g2-english-transport-vocabulary-and-pronunciation","English","Listening and Speaking","1.2 Pronunciation and Vocabulary — Transport: Object pronouns: him, her, them, you, us, me","By the end of the lesson, the learner should be able to: recognise consonant blends, pronounce theme vocabulary correctl","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through transport. are you ready? welcome! our mission is to learn about l"
"75af1af8-b00b-458c-8a2c-78e59899186d","Kusoma maneno yenye p, f na v","g2-kiswahili-kusoma-maneno-yenye-p-f-na-v","Kiswahili","Sauti na Herufi","Haki Zangu — Silabi na maneno","By the end of the lesson, the learner should be able to: read simple words containing p, f and v using syllables.","PUBLISHED","none","","","empty","empty","empty","","",""
"51490dd5-4156-4b35-9910-0dfa7631bb37","Kutaja haki za watoto","g2-kiswahili-kutaja-haki-za-watoto","Kiswahili","Msamiati","Haki Zangu — Msamiati wa haki za watoto","By the end of the lesson, the learner should be able to: name common children rights in Kiswahili using simple words and","PUBLISHED","none","","","empty","empty","empty","","",""
"93a6b8a3-a810-4774-b24b-117c9d4ec841","Place Value: Hundreds","g2-mathematics-place-value-hundreds","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line","PUBLISHED","published","10","","suspicious","empty","suspicious","QC_NO_CORRECT_INDEX","","hello! counting patterns are fun. let's find the pattern together! today we count in place value! like: 1, 2, 3, 4.... let's count! your mission: master this counting pattern! how do we get the next n"
"a06e06c3-4e61-4858-8f56-a1444e030025","Weather Review: Respond, Record and Report","g2-environmental-weather-review-respond-record-and-report","Environmental","Environment and its resources","1.1 Weather — responding, recording and interpreting weather conditions","By the end of the lesson, the learner should be able to identify weather conditions, respond safely, record weather usin","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","GENERIC: ""here is what you need to know""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""","hello! i am owl. let us learn about respond, record and report together! hello, friend! today we will learn about respond, record and report. are you ready? welcome! our mission is to explore respond,"
"2b16e58b-dd36-46ec-ac3f-54dcdcfe0cc9","Making Sentences with Sounds","making-sentences-with-sounds","English Language Activities","2.0 Speaking","2.3 Phonological Awareness","Use appropriate words to make short, meaningful sentences; appreciate the role of blending and segmenting in forming sen","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about vocabulary together. hello, friend! today we are going to learn about vocabulary through everyday life. are you ready? welcome! our mission is to learn about vocabular"
"cfdb5c58-4adc-41d6-a6bc-e04c6fadddf8","Transport: Object pronouns: him, her, them, you, us, me","g2-english-transport-object-pronouns-him-her-them-you-us-me","English","Listening and Speaking","1.3 Language Structures and Functions — Transport: Object pronouns: him, her, them, you, us, me","By the end of the lesson, the learner should be able to: use object pronouns correctly in simple sentences about transpo","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""pay attention""; GENERIC: ""listen carefully""","hello! today we will learn about listening skills together. hello, friend! today we are going to learn about listening skills through transport. are you ready? welcome! our mission is to learn about l"
"bec63adc-d878-4d3b-a749-e020021f8401","Drawing and Displaying Simple Forms","g2-movement-drawing-and-displaying-simple-forms","Movement","Art and Craft: Drawing","1.1 Forms — 3 official lesson(s)","By the end of the lesson, the learner should be able to identify a variety of forms, choose materials and tools for draw","PUBLISHED","none","","","empty","empty","empty","","",""
"886314b2-408d-4fd8-afaf-14b2d2e82774","Drying and Storing Utensils Properly","g2-hygiene-nutrition-drying-and-storing-utensils-properly","Hygiene & Nutrition","Health Practices","1.4 Cleaning of Utensils — 4 official lesson(s)","By the end of the lesson, the learner should be able to give reasons for cleaning utensils, identify cleaning materials,","PUBLISHED","none","","","empty","empty","empty","","",""
"af435944-3de1-49b7-9059-fe795f417dc1","Transport: Reading Short Texts","g2-english-transport-reading-short-texts","English","Reading","2.2 Letter-Sound Knowledge / 2.3 Word Reading / 2.4 Fluency — Transport: Object pronouns: him, her, them, you, us, me","By the end of the lesson, the learner should be able to: read grade-level words and short connected texts related to the","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through transport. are you ready? welcome! our mission is to lea"
"03d6f5b2-6b12-4cc5-9c5d-8f305d40746e","What Is Second-Hand Smoke?","g2-hygiene-nutrition-what-is-second-hand-smoke","Hygiene & Nutrition","Health Practices","1.5 Dangers of Second-Hand Smoke — 2 official lesson(s)","By the end of the lesson, the learner should be able to explain second-hand smoke in simple terms, identify why it can h","PUBLISHED","none","","","empty","empty","empty","","",""
"5cc2c538-f15f-4b1c-b1b2-2b8c0ba7fb33","Kutumia msamiati wa haki katika sentensi","g2-kiswahili-kutumia-msamiati-wa-haki-katika-sentensi","Kiswahili","Msamiati","Haki Zangu — Msamiati wa haki za watoto","By the end of the lesson, the learner should be able to: use children rights vocabulary in simple oral and written sente","PUBLISHED","none","","","empty","empty","empty","","",""
"439c7726-24f7-41e8-8e6f-c8729616358f","Why We Store Water at Home and School","g2-environmental-why-we-store-water-at-home-and-school","Environmental","Environment and its resources","1.2 Water — storing and transporting water","By the end of the lesson, the learner should be able to explain why water is stored, identify safe storage methods, and ","PUBLISHED","none","","","empty","empty","empty","","",""
"ed147422-90be-474a-90e7-9db351ae0626","Talking About Stories","talking-about-stories","English Language Activities","2.0 Speaking","2.4 Talk About","Confidently talk about characters and events in a story or text; relate characters to real life","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""this is an example sentence""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about speaking skills together. hello, friend! today we are going to learn about speaking skills through everyday life. are you ready? welcome! our mission is to learn about"
"fdbb1386-2b85-42dc-823b-d2de0e9a1691","Reading Numbers 1 to 100 in Symbols","g2-mathematics-reading-numbers-1-to-100-in-symbols","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line","PUBLISHED","both","10","10","contaminated","contaminated","contaminated","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","FORBIDDEN: ""reading comprehension""; FORBIDDEN: ""read a short passage""; FORBIDDEN: ""good readers""; FORBIDDEN: ""words say""; FORBIDDEN: ""what did you learn about reading""; GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""; REFLECTION_MISMATCH: Math asks about reading","hello! today we will learn about reading comprehension together. hello, friend! today we are going to learn about reading comprehension through reading. are you ready? welcome! our mission is to learn"
"cb97f981-13cc-4083-8688-b255a53eaa5a","Exploring Texture Around Us","g2-movement-exploring-texture-around-us","Movement","Art and Craft: Drawing","1.2 Texture — 3 official lesson(s)","By the end of the lesson, the learner should be able to identify types of texture, choose suitable materials and tools, ","PUBLISHED","none","","","empty","empty","empty","","",""
"957cb5fc-4055-47ea-844f-e83d520c34cc","Writing Numbers 1 to 10 in Words","g2-mathematics-writing-numbers-1-to-10-in-words","Mathematics","Numbers","1.2 Whole Numbers","By the end of the lesson, the learner should be able to: appreciate number patterns as they skip on the number line","PUBLISHED","draft","","10","empty","clean","clean","","",""
"1ea9a758-2f22-435d-8744-5717dd3824f5","Transport: Writing Words and Sentences","g2-english-transport-writing-words-and-sentences","English","Writing","3.2 Handwriting / 3.3 Spelling / 3.5 Guided Writing — Transport: Object pronouns: him, her, them, you, us, me","By the end of the lesson, the learner should be able to: spell theme words, write legibly, and write simple meaningful s","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about writing skills together. hello, friend! today we are going to learn about writing skills through transport. are you ready? welcome! our mission is to learn about writi"
"545a1e80-95eb-4741-8d60-7d1f9fb1de59","Greeting People","greeting-people","English Language Activities","2.0 Speaking","2.4 Talk About","Demonstrate interest to address familiar people using appropriate verbal and non-verbal expressions","PUBLISHED","both","10","10","suspicious","suspicious","suspicious","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","GENERIC: ""here is what you need to know""; GENERIC: ""we use this every day""; GENERIC: ""take a moment to think""; GENERIC: ""are you ready""; GENERIC: ""listen carefully""","hello! today we will learn about speaking skills together. hello, friend! today we are going to learn about speaking skills through conversation. are you ready? welcome! our mission is to learn about "
"4bc88162-598b-452e-944e-3b65e6c7d3cc","Identifying Safe Water Storage Containers","g2-environmental-identifying-safe-water-storage-containers","Environmental","Environment and its resources","1.2 Water — storing and transporting water","By the end of the lesson, the learner should be able to explain why water is stored, identify safe storage methods, and ","PUBLISHED","none","","","empty","empty","empty","","",""
"f5856569-3deb-4ec7-9b24-cc8ef7b2b0f9","Creating Texture Effects in Drawings","g2-movement-creating-texture-effects-in-drawings","Movement","Art and Craft: Drawing","1.2 Texture — 3 official lesson(s)","By the end of the lesson, the learner should be able to identify types of texture, choose suitable materials and tools, ","PUBLISHED","none","","","empty","empty","empty","","",""
"bdf89397-cd73-4ad3-a2db-981674fe30b4","Kusikiliza masimulizi kuhusu haki za watoto","g2-kiswahili-kusikiliza-masimulizi-kuhusu-haki-za-watoto","Kiswahili","Kusikiliza na Kuzungumza","Haki Zangu — Masimulizi","By the end of the lesson, the learner should be able to: listen to a short narration about children rights and respond t","PUBLISHED","none","","","empty","empty","empty","","",""
"6aac08d6-daef-4fa1-a547-bba35ebd8ed4","Keeping Away from Smoke for Good Health","g2-hygiene-nutrition-keeping-away-from-smoke-for-good-health","Hygiene & Nutrition","Health Practices","1.5 Dangers of Second-Hand Smoke — 2 official lesson(s)","By the end of the lesson, the learner should be able to explain second-hand smoke in simple terms, identify why it can h","PUBLISHED","none","","","empty","empty","empty","","",""
"049dcd3e-af08-480d-9f77-1d9acad1ff3e","Kueleza haki yangu kwa heshima","g2-kiswahili-kueleza-haki-yangu-kwa-heshima","Kiswahili","Kusikiliza na Kuzungumza","Haki Zangu — Kujieleza","By the end of the lesson, the learner should be able to: speak confidently and respectfully about a child right.","PUBLISHED","none","","","empty","empty","empty","","",""
"822559c7-79bb-4469-8cfb-2c01269db8ab","What Is Water Contamination?","g2-hygiene-nutrition-what-is-water-contamination","Hygiene & Nutrition","Health Practices","1.6 Keeping Water Safe from Contamination — 2 official lesson(s)","By the end of the lesson, the learner should be able to explain water contamination, observe simple signs of contaminate","PUBLISHED","none","","","empty","empty","empty","","",""
